id,sentence_text,order_within_feedback_entry,feedback_entry_id,sentiment,team_id,feedback_date
1020538,Great reminders.,1,456703,0.9931,427,2022-03-10 00:00:00
1020539,Scanning passports is nearly impossible.,1,456704,-0.9382,427,2022-03-10 00:00:00
1020540,"I've been trying for over 30 minutes with no success.",2,456704,-0.9918,427,2022-03-10 00:00:00
1020541,"I was able to do it for a trip a few months ago, but it doesn't save it.",3,456704,-0.9661,427,2022-03-10 00:00:00
1020542,Even then it was extremely difficult.,4,456704,-0.9942,427,2022-03-10 00:00:00
1020543,The passport scan is very difficult to use.,1,456705,-0.9996,427,2022-03-10 00:00:00
1020544,Simple,1,456706,0.9432,427,2022-03-10 00:00:00
1020545,"Of the 3 airplane apps I have, this one is my far the worst.",1,456707,-0.9968,427,2022-03-10 00:00:00
1020546,"It has encountered errors or outright failed for every flight I've had.",2,456707,-0.9956,427,2022-03-10 00:00:00
1020547,"Canadians can't check bags through app - only accepts American credit cards",1,456708,-0.9046,427,2022-03-09 00:00:00
1020548,selecting the billing address was not intuitive.,1,456709,-0.9981,427,2022-03-09 00:00:00
1020549,the radio button was pre selected on my stores address but there was no continue or accept button or instructions to tap on the address to select.,2,456709,-0.9809,427,2022-03-09 00:00:00
1020550,Great app great airline there only would help get home,1,456710,0.9912,427,2022-03-09 00:00:00
1020551,"I will never travel with this airline again, terrible customer service at Houston check in, cost me 250 dollars for covid test even i do several covid the day before my flight, the guy at the check in hated me, did not accept my covid test results, he show the attitude like he is the boss of me, he could have decisions to allow you get on the flight or not , even you do nothing wrong.",1,456711,-0.9993,427,2022-03-09 00:00:00
1020552,"I don't want to pay money to get terrible service and not guarantees you get on the flight, cost me 250 dollars.",2,456711,-0.934,427,2022-03-09 00:00:00
1020553,*edited.,1,456712,-0.7075,427,2022-03-09 00:00:00
1020554,Because now United gets 1 star just for being the absolute worst,2,456712,-0.9824,427,2022-03-09 00:00:00
1020555,this airline is so much better than American Airline,1,456713,0.9947,427,2022-03-09 00:00:00
1020556,"great airline, but I had trouble adding my credit card to website.",1,456714,0.7656,427,2022-03-09 00:00:00
1020557,Able to get quick help and track everything easily.,1,456715,0.995,427,2022-03-09 00:00:00
1020558,Like the ability to book vacations and add insurance.,2,456715,0.9914,427,2022-03-09 00:00:00
1020559,A one stop shop.,3,456715,-0.6311,427,2022-03-09 00:00:00
1020560,very fast app to check-in,1,456716,0.9326,427,2022-03-09 00:00:00
1020561,Not sure why I was forced to download the app just to track my bags.,1,456717,-0.9608,427,2022-03-09 00:00:00
1020562,"The post office can provide tracking on a simple website, surely United can do the same?",2,456717,0.624,427,2022-03-09 00:00:00
1020563,"The App is decent and works well, hence the 3-stars As a long time customer of United I am not thrilled with United Airlines becoming a nickel and dime airline.",1,456718,-0.9065,427,2022-03-09 00:00:00
1020564,"The basic economy fare where you can't bring a carry-on bag without an extra fee is disappointing and resembles carriers such as Spirit Airlines.",2,456718,-0.8087,427,2022-03-09 00:00:00
1020565,Not a Fan of these new changes.,3,456718,-0.9918,427,2022-03-09 00:00:00
1020566,"Horrible, but what would you expect from the worst airline on the planet in terms of customer care.",1,456719,-0.9909,427,2022-03-09 00:00:00
1020567,"The app is useless thanks to bad info, and the chat feature is a complete waste.",2,456719,-0.9999,427,2022-03-09 00:00:00
1020568,trying to charge for bags though i am entitled to 2 free bags,1,456720,-0.8996,427,2022-03-09 00:00:00
1020569,could not check my bag.,1,456721,-0.9916,427,2022-03-09 00:00:00
1020570,Tried several times but I had no option for Canadian provinces in billing address,2,456721,-0.8265,427,2022-03-09 00:00:00
1020571,app crashes when I try to enter pay information for check in bag,1,456722,-0.9989,427,2022-03-09 00:00:00
1020572,Best airlines to fly these united skys.,1,456723,0.9967,427,2022-03-09 00:00:00
1020573,"Try to check in baggage but fail because an address of credit card information, I couldn't select my country(Canada).",1,456724,-0.9693,427,2022-03-08 00:00:00
1020574,Great so fast happy expiring,1,456725,0.9908,427,2022-03-08 00:00:00
1020575,No autfillnor memory for repeated info,1,456726,-0.8455,427,2022-03-08 00:00:00
1020576,ok except it crashed 6 times while trying to check in,1,456727,-0.9998,427,2022-03-08 00:00:00
1020577,Great,1,456728,0.9931,427,2022-03-08 00:00:00
1020578,easy to modify my res,1,456729,0.9855,427,2022-03-08 00:00:00
1020579,I love that they fly to most locations I want to go.,1,456730,0.9961,427,2022-03-08 00:00:00
1020580,I do not like that everything is an upgrade and costs extra.,2,456730,-0.9741,427,2022-03-08 00:00:00
1020581,"Mostly working fine, but the boarding pass not saving to Google Pay anymore.",1,456731,-0.9424,427,2022-03-08 00:00:00
1020582,Pixel 5.,2,456731,0.6976,427,2022-03-08 00:00:00
1020583,great,1,456732,0.9922,427,2022-03-08 00:00:00
1020584,Glitch in app would not allow prepayment of baggage and was unable to get real-time assistance,1,456733,-0.9989,427,2022-03-08 00:00:00
1020585,"great website, easy to use",1,456734,0.9975,427,2022-03-08 00:00:00
1020586,love this app time saver,1,456735,0.9991,427,2022-03-08 00:00:00
1020587,"the pages do not load in travel ready just gives you a black screen, never liads.",1,456736,-0.9961,427,2022-03-08 00:00:00
1020588,Without telling reason canceled my flight tickets no response from airlines,1,456737,-0.9898,427,2022-03-07 00:00:00
1020589,Really easy to use and it is pretty quick.,1,456738,0.9977,427,2022-03-07 00:00:00
1020590,"work on improving your call center, it's suxxx.",1,456739,0.6699,427,2022-03-07 00:00:00
1020591,tells.you wait time is 5-10min then you end up waiting 35min for an agent (on two occasions!!!),2,456739,-0.7444,427,2022-03-07 00:00:00
1020592,"The app never accepts any dates for any information that I need to add, no matter how factually correct or correct in format they are.",1,456740,-0.9815,427,2022-03-07 00:00:00
1020593,very good,1,456741,0.9922,427,2022-03-07 00:00:00
1020594,you changed my seat,1,456742,0.913,427,2022-03-07 00:00:00
1020595,The easiest to use airline app,1,456743,0.9723,427,2022-03-07 00:00:00
1020596,Very Nicd,1,456744,0.9022,427,2022-03-07 00:00:00
1020597,"Won't download after multiple attempts",1,456745,-0.979,427,2022-03-07 00:00:00
1020598,I love flying United Airlines.,1,456746,0.991,427,2022-03-07 00:00:00
1020599,Especially in business class.,2,456746,0.9798,427,2022-03-07 00:00:00
1020600,very awesome Is excellent very job,1,456747,0.9979,427,2022-03-07 00:00:00
1020601,Stops immediately.,1,456748,-0.5405,427,2022-03-07 00:00:00
1020602,Rather useless.,2,456748,-0.9985,427,2022-03-07 00:00:00
1020603,App is easy to use!,1,456749,0.9869,427,2022-03-07 00:00:00
1020604,Quick and easy,1,456750,0.9943,427,2022-03-07 00:00:00
1020605,travel on United is such an unecessary time-consuming gamut of forms and restrictions and policies.,1,456751,-0.9932,427,2022-03-07 00:00:00
1020606,"flying with Southwest is a pleasure compared to United's poorly designed user interface.",2,456751,0.838,427,2022-03-07 00:00:00
1020607,"Uniteds online information often conflicts from page to page, or is flatoit incorrect.",3,456751,-0.8718,427,2022-03-07 00:00:00
1020608,unfortu ately Customer Service doesnt want to know about it and doesnt offer solutions.,4,456751,-0.9969,427,2022-03-07 00:00:00
1020609,Does not accept non-US credit cards for checked bags.,1,456752,-0.9669,427,2022-03-07 00:00:00
1020610,user-friendly app,1,456753,0.9898,427,2022-03-07 00:00:00
1020611,"The process is too much relying on the app, I was in the middle of using the PC version then forced to install the app to scan the passport, which is a challenge for my slow phone.",1,456754,-0.9988,427,2022-03-07 00:00:00
1020612,we will ONLY fly United,1,456755,0.6329,427,2022-03-07 00:00:00
1020613,great app,1,456756,0.9968,427,2022-03-06 00:00:00
1020614,great App.,1,456757,0.9962,427,2022-03-06 00:00:00
1020615,Pleasant and entertaining trip from departure to arrival.,1,456758,0.9968,427,2022-03-06 00:00:00
1020616,Not so long layovers.,2,456758,-0.9411,427,2022-03-06 00:00:00
1020617,Make United Airlines & Brussels Airlines your air carriers up the sky.,3,456758,0.803,427,2022-03-06 00:00:00
1020618,Momodou L Fye(Sarata),4,456758,0.5902,427,2022-03-06 00:00:00
1020619,worst app ever.,1,456759,-0.9966,427,2022-03-06 00:00:00
1020620,"can't enter a credit card from non 'merica so I can't check my bags.",2,456759,-0.9114,427,2022-03-06 00:00:00
1020621,literally takes an hour to check in.,3,456759,-0.9142,427,2022-03-06 00:00:00
1020622,comedic how bad the app is.,4,456759,-0.9759,427,2022-03-06 00:00:00
1020623,App will not automatically capture a scan of passport as advertised so it is useless for my purposes,1,456760,-0.9997,427,2022-03-06 00:00:00
1020624,Love United Airlines!!!,1,456761,0.9966,427,2022-03-06 00:00:00
1020625,Wonderful people who assist you.,1,456762,0.9895,427,2022-03-06 00:00:00
1020626,They make you truly feel like family from reservations to the guys who help prepare the plane.,2,456762,0.6939,427,2022-03-06 00:00:00
1020627,Your Awesome,3,456762,0.993,427,2022-03-06 00:00:00
1020628,"Your AI isn't very intelligent",1,456763,-0.9856,427,2022-03-06 00:00:00
1020629,"Easy to upload COVID-19 documentation, flight info & traveler points.",1,456764,0.9936,427,2022-03-06 00:00:00
1020630,fast check in great crews,1,456765,0.9972,427,2022-03-06 00:00:00
1020631,"Doesn't show how to scan passport.",1,456766,-0.9618,427,2022-03-06 00:00:00
1020632,Also does not accept valid date of passport expiration,2,456766,-0.9391,427,2022-03-06 00:00:00
1020633,"Getting a ""sorry, something went wrong"" message when trying to book a flight.",1,456767,-0.9816,427,2022-03-06 00:00:00
1020634,"Tried reinstalling, clearing cache, etc.",2,456767,-0.9476,427,2022-03-06 00:00:00
1020635,Please help,3,456767,-0.6014,427,2022-03-06 00:00:00
1020636,"it's been going well with this app.",1,456768,0.9523,427,2022-03-06 00:00:00
1020637,I think they finally figured out how to make it worth while.,2,456768,-0.7409,427,2022-03-06 00:00:00
1020638,"It just kept cycling for 45 minutes and wouldn't download.",1,456769,-0.9909,427,2022-03-06 00:00:00
1020639,Is it a prank?,2,456769,-0.9765,427,2022-03-06 00:00:00
1020640,million miles says it all.,1,456770,0.5559,427,2022-03-06 00:00:00
1020641,always friendly and helpful!,1,456771,0.9971,427,2022-03-06 00:00:00
1020642,Please fix!,1,456772,-0.9526,427,2022-03-06 00:00:00
1020643,Big time waster for folks.,2,456772,-0.9547,427,2022-03-06 00:00:00
1020644,Thanks.,3,456772,0.9365,427,2022-03-06 00:00:00
1020645,Thank you for fixing the bugs!,4,456772,0.9319,427,2022-03-06 00:00:00
1020646,Upgraded stars to 5!,5,456772,0.9911,427,2022-03-06 00:00:00
1020647,always dependable,1,456773,0.9982,427,2022-03-06 00:00:00
1020648,Asks to not enter a birthdate if over 18 years old then keeps prompting for a birthdate or else it will not work,1,456774,-0.9822,427,2022-03-06 00:00:00
1020649,Just an awful site.,1,456775,-0.9989,427,2022-03-05 00:00:00
1020650,Tried multiple time to scan a passport but still unsuccessful.,2,456775,-0.9903,427,2022-03-05 00:00:00
1020651,This company is screwing people over so hard I think they should hand out free cigarettes when you get off the plane.,1,456776,-0.9512,427,2022-03-05 00:00:00
1020652,"My options are either pay an extra $89 or sit in the next to back row all but sitting in someone's lap.",2,456776,-0.9561,427,2022-03-05 00:00:00
1020653,"Isn't updated for covid booster information.",1,456777,-0.9941,427,2022-03-05 00:00:00
1020654,crashed when I enter state info credit,1,456778,-0.988,427,2022-03-05 00:00:00
1020655,Was great.,1,456779,0.971,427,2022-03-05 00:00:00
1020656,Now freezes when trying to change flights.,2,456779,-0.9562,427,2022-03-05 00:00:00
1020657,This has happened multiple times over the last few weeks.,3,456779,-0.9842,427,2022-03-05 00:00:00
1020658,"Check in is missing specialty back check items like skis, snowboard, and golf clubs, and the document verification does not accept baroda from ArriveCan app which is the preferred verification method for travel to Canada, i had to go to the ArriveCan website and download a pdf which had the exact same info as the app screenshot and upload that to get past it.",1,456780,-0.9846,427,2022-03-05 00:00:00
1020659,simply the best way to travel,1,456781,0.9927,427,2022-03-05 00:00:00
1020660,terrible customer service!!!,1,456782,-0.9965,427,2022-03-05 00:00:00
1020661,"""computer"" changed our seats after we booked & wouldn't correct after 1:30 on phone.",2,456782,-0.9383,427,2022-03-05 00:00:00
1020662,told us we had to check at gate before boarding & request a change to our initial seats.,3,456782,0.7607,427,2022-03-05 00:00:00
1020663,no guarantees.,4,456782,-0.8754,427,2022-03-05 00:00:00
1020664,very easy to use,1,456783,0.99,427,2022-03-05 00:00:00
1020665,"Your app won't download",1,456784,-0.9714,427,2022-03-05 00:00:00
1020666,I was charged extra for my bag even though it was 24 hours prior.,1,456785,-0.9375,427,2022-03-05 00:00:00
1020667,"Boo, United!",2,456785,-0.5285,427,2022-03-05 00:00:00
1020668,"Also, they made it impossible to pay for the bag prior to the check-in window.",3,456785,-0.9965,427,2022-03-05 00:00:00
1020669,Very buggy interface.,1,456786,-0.9967,427,2022-03-05 00:00:00
1020670,"My wife and I will be on the app on the same phones, same wifi, and get different interfaces randomly.",2,456786,-0.9274,427,2022-03-05 00:00:00
1020671,"I can watch movies but she can't; she can message but I can't.",3,456786,-0.975,427,2022-03-05 00:00:00
1020672,If the loading message appears the app just hangs.,4,456786,-0.9695,427,2022-03-05 00:00:00
1020673,"Opened the app to find my Mileageplus number, and the first thing it did was ask for my Mileageplus number.",1,456787,0.7602,427,2022-03-05 00:00:00
1020674,very easy to use....,1,456788,0.9933,427,2022-03-05 00:00:00
1020675,Very difficult to change destination city after initial entry.,1,456789,-0.9986,427,2022-03-05 00:00:00
1020676,"How can we trust your planes to fly when you can't even produce a working app???!!!",1,456790,0.902,427,2022-03-05 00:00:00
1020677,"The app is a source of frustration as nothing scans, links don't work, options to upload documents require home computer equipment but the app cannot be accessed from the same computer.",2,456790,-0.9976,427,2022-03-05 00:00:00
1020678,Like seriously?,3,456790,-0.5031,427,2022-03-05 00:00:00
1020679,Get your stuff together!,4,456790,-0.7303,427,2022-03-05 00:00:00
1020680,"I'm afraid to fly with such an obviously incompetent business!",5,456790,-0.9962,427,2022-03-05 00:00:00
1020681,Wont download.,1,456791,-0.993,427,2022-03-05 00:00:00
1020682,"Even if I had all my mileage plus number and password correct I couldn't log in.",1,456792,-0.5504,427,2022-03-05 00:00:00
1020683,"Good intentions but platforms doesn't let you access inmidiatly as supposed to.",2,456792,-0.8411,427,2022-03-05 00:00:00
1020684,Try better.,3,456792,-0.9733,427,2022-03-05 00:00:00
1020685,I see many frustrated passengers like me here.,4,456792,-0.9405,427,2022-03-05 00:00:00
1020686,These morons did not open their check in counters until just an hour before purchasing flight.,1,456793,-0.9947,427,2022-03-05 00:00:00
1020687,"Then, literally 10 minutes before boarding the gate people come on the loudspeaker and say ""we forgot that the plane broke down"".",2,456793,-0.9227,427,2022-03-05 00:00:00
1020688,Not exaggerating.,3,456793,-0.7475,427,2022-03-05 00:00:00
1020689,They literally said that they forgot.,4,456793,-0.8879,427,2022-03-05 00:00:00
1020690,And that is all the information I received.,5,456793,-0.7618,427,2022-03-05 00:00:00
1020691,This entire airline is the worst operation in the country.,6,456793,-0.9989,427,2022-03-05 00:00:00
1020692,United treats their passengers wonderfully!,1,456794,0.9949,427,2022-03-05 00:00:00
1020693,terrible service and app,1,456795,-0.9979,427,2022-03-04 00:00:00
1020694,Total programming failure.,1,456796,-0.9981,427,2022-03-04 00:00:00
1020695,"Travel Ready Center isn't ready for anyone with an Android to use!",2,456796,-0.9531,427,2022-03-04 00:00:00
1020696,"Customer service tells me I cannot scan my new passport (there's a glitch, they say) AND it doesn't recognize the passport expiration date 01/22/2032 as a legitimate date.",3,456796,-0.8924,427,2022-03-04 00:00:00
1020697,Fools.,4,456796,-0.6979,427,2022-03-04 00:00:00
1020698,Total fail.,5,456796,-0.9924,427,2022-03-04 00:00:00
1020699,"wholly wow, I've never seen such a list of no no no on any airline.",1,456797,0.5058,427,2022-03-04 00:00:00
1020700,"definitely never flying united again, and especially for the ticket price and luggage charge.",2,456797,-0.6662,427,2022-03-04 00:00:00
1020701,wWellllll maybe spirit airlines.,3,456797,-0.5909,427,2022-03-04 00:00:00
1020702,"Can't buy wifi upgrade because it's not connected to onboard wifi",1,456798,-0.9874,427,2022-03-04 00:00:00
1020703,Easy walk through process.,1,456799,0.8922,427,2022-03-04 00:00:00
1020704,"Unfortunately you couldn't even list my favorite music in your security answers, rather than the freedom to type in my own choice.",1,456800,0.5547,427,2022-03-04 00:00:00
1020705,OLDIES,2,456800,0.846,427,2022-03-04 00:00:00
1020706,works fine,1,456801,0.9916,427,2022-03-04 00:00:00
1020707,I had to reenter a bunch of things,1,456802,-0.847,427,2022-03-04 00:00:00
1020708,Great check in process,1,456803,0.9957,427,2022-03-04 00:00:00
1020709,It amazes me how idiotic the app programmers are.,1,456804,-0.8023,427,2022-03-04 00:00:00
1020710,In order to create an account you have to answer several questions in which mostly do not pertain to me or can change from one month to the next.,2,456804,-0.9747,427,2022-03-04 00:00:00
1020711,How stupid is it to force security questions that will have to be written down to be remembered.,3,456804,-0.9879,427,2022-03-04 00:00:00
1020712,Who runs these companies that cannot see how stupid this is.,4,456804,-0.9168,427,2022-03-04 00:00:00
1020713,Does this mean I will not be able to check in because I know security better than the idiots working for united?,5,456804,-0.7668,427,2022-03-04 00:00:00
1020714,"it doesn't save your place in the process if you navigate away from the app",1,456805,-0.8667,427,2022-03-04 00:00:00
1020715,I thought after using other airline mobile apps that I would never use an airline mobile app again.,1,456806,-0.9349,427,2022-03-03 00:00:00
1020716,But United Airlines has proved me wrong.,2,456806,-0.8952,427,2022-03-03 00:00:00
1020717,The United Airlines mobile app is the most user friendly and easy to understand.,3,456806,0.9782,427,2022-03-03 00:00:00
1020718,I wish all apps were as convenient as a United Airlines mobile app.,4,456806,0.882,427,2022-03-03 00:00:00
1020719,you have to wear a mask between bites and sips.,1,456807,-0.6193,427,2022-03-03 00:00:00
1020720,some serious woke left stuff going on here,2,456807,-0.8113,427,2022-03-03 00:00:00
1020721,"tell me how many bags I'm allowed",1,456808,-0.6782,427,2022-03-03 00:00:00
1020722,United airlines is the queen of bait and switch pricing.,1,456809,0.7282,427,2022-03-03 00:00:00
1020723,"the worst, so much info scared , and pages .. not well condensed info.. very unfriendly, you get lost",1,456810,-1,427,2022-03-03 00:00:00
1020724,"KTN input issue: doesn't let you input a TWIC CIN due to the shorter amount of numbers compared to a KTN.",1,456811,-0.9246,427,2022-03-03 00:00:00
1020725,Had to do it on the webpage.,2,456811,-0.7473,427,2022-03-03 00:00:00
1020726,Just reinstalled app so far so good!,1,456812,0.9965,427,2022-03-03 00:00:00
1020727,when inputting my permanent resident card info this app didnt accept the input,1,456813,-0.991,427,2022-03-03 00:00:00
1020728,smooth checkin online,1,456814,0.9908,427,2022-03-03 00:00:00
1020729,Pathetic online check-in process.. the app is so slow and confusing.,1,456815,-0.9999,427,2022-03-03 00:00:00
1020730,This is my first time and I am never flying United again.,2,456815,0.9475,427,2022-03-03 00:00:00
1020731,Crashes whenever you view some flights.,1,456816,-0.9493,427,2022-03-03 00:00:00
1020732,"Don't rely on it you will be burned.",2,456816,-0.8025,427,2022-03-03 00:00:00
1020733,long but thorough check in process,1,456817,0.9869,427,2022-03-03 00:00:00
1020734,"UA's travel document website is a complete joke.",1,456818,-0.9788,427,2022-03-03 00:00:00
1020735,Took 2 days and multiple uploads to get approval to check in.,2,456818,-0.981,427,2022-03-03 00:00:00
1020736,This app is awful.,1,456819,-0.9998,427,2022-03-03 00:00:00
1020737,Had to use it for a single trip and it was unintuitive and difficult to just check in to the flight.,2,456819,-0.999,427,2022-03-03 00:00:00
1020738,Terrible design.,1,456820,-0.9995,427,2022-03-03 00:00:00
1020739,Failed silently.,2,456820,-0.9971,427,2022-03-03 00:00:00
1020740,"Awful byzantine maze, felt like being lost in a deserted nightmare IKEA.",3,456820,-0.9959,427,2022-03-03 00:00:00
1020741,Made me scan passport five separate times.,4,456820,-0.7868,427,2022-03-03 00:00:00
1020742,Took over an hour to check in.,5,456820,-0.9448,427,2022-03-03 00:00:00
1020743,"Still can't pay with a Canadian credit card.",1,456821,-0.9768,427,2022-03-02 00:00:00
1020744,"In addition to asking for crazy amounts of permissions, the passport scanner doesn't scan and any passport expiration date in January or February is arbitrarily deemed invalid.",1,456822,-0.9982,427,2022-03-02 00:00:00
1020745,"Literally the worst experience I've ever had with one of these apps",2,456822,-0.9994,427,2022-03-02 00:00:00
1020746,Forces you to install the app to upload travel documents to travel internationally.,1,456823,0.7175,427,2022-03-02 00:00:00
1020747,i love people of united,1,456824,0.9996,427,2022-03-02 00:00:00
1020748,great app!,1,456825,0.9985,427,2022-03-02 00:00:00
1020749,could not check in bag.,1,456826,-0.9804,427,2022-03-02 00:00:00
1020750,app kept crashing,2,456826,-0.9669,427,2022-03-02 00:00:00
1020751,love it!,1,456827,0.9991,427,2022-03-02 00:00:00
1020752,fast and easy,1,456828,0.9823,427,2022-03-02 00:00:00
1020753,better than paper tickets,1,456829,0.9678,427,2022-03-02 00:00:00
1020754,Being told the same bag information 12 times is annoying.,1,456830,-0.9927,427,2022-03-02 00:00:00
1020755,"Being forced to pay for checked bag when I hate putting card info into my phone or I can't check in angered me, I would have preferred to pay when I actually checked the bag.",2,456830,-0.9729,427,2022-03-02 00:00:00
1020756,solid app.,1,456831,0.9949,427,2022-03-02 00:00:00
1020757,A little maneuvering but nothing crazy,2,456831,-0.972,427,2022-03-02 00:00:00
1020758,"so easy, thank you!",1,456832,0.9917,427,2022-03-02 00:00:00
1020759,very bad no good sucks balls,1,456833,-0.9987,427,2022-03-02 00:00:00
1020760,does not work well,1,456834,-0.9994,427,2022-03-01 00:00:00
1020761,way too repetitive.,1,456835,-0.9994,427,2022-03-01 00:00:00
1020762,entered the same information 3 times,2,456835,-0.9339,427,2022-03-01 00:00:00
1020763,outstanding service!!,1,456836,0.9981,427,2022-03-01 00:00:00
1020764,"Won't download.",1,456837,-0.9886,427,2022-03-01 00:00:00
1020765,Been trying 3 days,2,456837,-0.7699,427,2022-03-01 00:00:00
1020766,I like the app!,1,456838,0.994,427,2022-03-01 00:00:00
1020767,"It's user friendly and does what it needs to do.",2,456838,0.9985,427,2022-03-01 00:00:00
1020768,Cool ride,1,456839,0.9855,427,2022-03-01 00:00:00
1020769,It will not even install.,1,456840,-0.9968,427,2022-03-01 00:00:00
1020770,"forced into using this app, in case I get hungry or thirsty on my flight in 3 hours.",1,456841,-0.9695,427,2022-03-01 00:00:00
1020771,hoping I never have to fly united again.,2,456841,-0.8494,427,2022-03-01 00:00:00
1020772,awful scam.,3,456841,-0.9987,427,2022-03-01 00:00:00
1020773,Good,1,456842,0.9224,427,2022-03-01 00:00:00
1020774,"It's working like it should be now and with extra features.",1,456843,0.9804,427,2022-03-01 00:00:00
1020775,"I'll try again...this site is awful.",1,456844,-0.999,427,2022-03-01 00:00:00
1020776,It is apparent that whoever created this mess has never had to use it.,2,456844,-0.9904,427,2022-03-01 00:00:00
1020777,HIlarious!,3,456844,0.9973,427,2022-03-01 00:00:00
1020778,"I just hit submit and it won't take my comment.",4,456844,-0.7656,427,2022-03-01 00:00:00
1020779,So I have to go through and use at least 100 words?,5,456844,-0.6488,427,2022-03-01 00:00:00
1020780,"Okay, so why doesn't the site allow me to check in when it states that everything is complete?",6,456844,-0.9373,427,2022-03-01 00:00:00
1020781,Simple question but I doubt that there is a simple understandable answer.,7,456844,-0.6239,427,2022-03-01 00:00:00
1020782,"bl bl bl bl bl bl bl bl bl b lb bbeprojewprjapvjerp gj pldfgjd ff pegjep dfgd 'pkper pg ergpm flr ddd rtre bbu bull sshit",8,456844,0.7933,427,2022-03-01 00:00:00
1020783,"Great app, easy to use!",1,456845,0.9984,427,2022-03-01 00:00:00
1020784,why do I need to resubmit covid vaccine card?,1,456846,-0.5271,427,2022-03-01 00:00:00
1020785,1 st class is wonderful.,1,456847,0.9964,427,2022-03-01 00:00:00
1020786,Handicap access is direct and easy.,2,456847,0.9704,427,2022-03-01 00:00:00
1020787,This app is abysmal.,1,456848,-0.9998,427,2022-03-01 00:00:00
1020788,"Won't accept passport expiry date.",2,456848,-0.9813,427,2022-03-01 00:00:00
1020789,Out of date covid requirements.,3,456848,0.6653,427,2022-03-01 00:00:00
1020790,United should sign up to Verifly app - that works and is always up-to-date,4,456848,0.944,427,2022-03-01 00:00:00
1020791,Easy access,1,456849,0.9655,427,2022-02-28 00:00:00
1020792,was very easy to get this app,1,456850,0.9802,427,2022-02-28 00:00:00
1020793,You need to be able to book flights from Canada on the app additionally search flights,1,456851,-0.5998,427,2022-02-28 00:00:00
1020794,Very bad and un intuitive.,1,456852,-0.9984,427,2022-02-28 00:00:00
1020795,Covid test result update is broken.,2,456852,-0.9875,427,2022-02-28 00:00:00
1020796,Excellent app!,1,456853,0.9989,427,2022-02-28 00:00:00
